PRIM_STATE,AREA,AREA_NAME,OCC_TITLE,A_MEAN,Rent50_3,Ratio
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division","Software Developers, Applications","101,390",1258,14.89%
WI,43100,"Sheboygan, WI","Software Developers, Applications","80,270",999,14.93%
GA,47580,"Warner Robins, GA","Software Developers, Applications","83,120",1035,14.94%
PA,30140,"Lebanon, PA","Software Developers, Applications","78,590",979,14.95%
MI,11460,"Ann Arbor, MI","Software Developers, Applications","79,630",993,14.96%
NY,46540,"Utica-Rome, NY","Software Developers, Applications","88,450",1105,14.99%
NJ,12100,"Atlantic City-Hammonton, NJ","Software Developers, Applications","101,080",1263,14.99%
TX,29702,"Laredo, TX","Software Developers, Applications","87,000",1088,15.01%
TX,41700,"San Antonio-New Braunfels, TX","Software Developers, Applications","94,860",1189,15.04%
MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division","Software Developers, Applications","95,840",1206,15.10%
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO","Software Developers, Applications","85,780",1080,15.11%
CO,24540,"Greeley, CO","Software Developers, Applications","87,560",1103,15.12%
NC,11700,"Asheville, NC","Software Developers, Applications","78,580",990,15.12%
OK,36420,"Oklahoma City, OK","Software Developers, Applications","83,620",1054,15.13%
NC,49180,"Winston-Salem, NC","Software Developers, Applications","84,570",1066,15.13%
PA,44300,"State College, PA","Software Developers, Applications","103,950",1311,15.13%
IN,34620,"Muncie, IN","Software Developers, Applications","72,860",920,15.15%
IA,16300,"Cedar Rapids, IA","Software Developers, Applications","80,460",1016,15.15%
MN,31860,"Mankato-North Mankato, MN","Software Developers, Applications","81,110",1025,15.16%
TX,28660,"Killeen-Temple-Fort Hood, TX","Software Developers, Applications","92,100",1164,15.17%
TX,30980,"Longview, TX","Software Developers, Applications","84,640",1071,15.18%
FL,15980,"Cape Coral-Fort Myers, FL","Software Developers, Applications","72,400",923,15.30%
WA,34580,"Mount Vernon-Anacortes, WA","Software Developers, Applications","104,490",1334,15.32%
MN,40340,"Rochester, MN","Software Developers, Applications","94,620",1208,15.32%
IA,19340,"Davenport-Moline-Rock Island, IA-IL","Software Developers, Applications","76,410",976,15.33%
WI,24580,"Green Bay, WI","Software Developers, Applications","81,650",1043,15.33%
PA,11020,"Altoona, PA","Software Developers, Applications","73,660",942,15.35%
TN,17300,"Clarksville, TN-KY","Software Developers, Applications","83,070",1063,15.36%
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC","Software Developers, Applications","91,210",1168,15.37%
AL,33660,"Mobile, AL","Software Developers, Applications","86,970",1115,15.38%
PA,39740,"Reading, PA","Software Developers, Applications","89,080",1143,15.40%
IL,37900,"Peoria, IL","Software Developers, Applications","77,700",997,15.40%
MN,20260,"Duluth, MN-WI","Software Developers, Applications","75,640",971,15.40%
PA,21500,"Erie, PA","Software Developers, Applications","69,780",899,15.46%
TX,26420,"Houston-Sugar Land-Baytown, TX","Software Developers, Applications","98,040",1264,15.47%
OH,10420,"Akron, OH","Software Developers, Applications","80,790",1042,15.48%
IN,23844,"Gary, IN Metropolitan Division","Software Developers, Applications","82,950",1070,15.48%
SC,22500,"Florence, SC","Software Developers, Applications","66,630",862,15.52%
OH,30620,"Lima, OH","Software Developers, Applications","67,280",871,15.54%
NM,29740,"Las Cruces, NM","Software Developers, Applications","86,670",1123,15.55%
WV,34060,"Morgantown, WV","Software Developers, Applications","86,040",1115,15.55%
VA,40220,"Roanoke, VA","Software Developers, Applications","77,410",1005,15.58%
OH,18140,"Columbus, OH","Software Developers, Applications","89,530",1164,15.60%
AK,11260,"Anchorage, AK","Software Developers, Applications","81,890",1067,15.64%
TX,11100,"Amarillo, TX","Software Developers, Applications","81,880",1069,15.67%
OH,17140,"Cincinnati-Middletown, OH-KY-IN","Software Developers, Applications","82,750",1086,15.75%
RI,77200,"Providence-Fall River-Warwick, RI-MA","Software Developers, Applications","93,360",1226,15.76%
TN,28940,"Knoxville, TN","Software Developers, Applications","83,790",1101,15.77%
CA,33700,"Modesto, CA","Software Developers, Applications","107,810",1418,15.78%
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division","Software Developers, Applications","98,880",1302,15.80%
GA,19140,"Dalton, GA","Software Developers, Applications","98,330",1302,15.89%
WI,33340,"Milwaukee-Waukesha-West Allis, WI","Software Developers, Applications","82,530",1100,15.99%
TX,18580,"Corpus Christi, TX","Software Developers, Applications","88,390",1182,16.05%
UT,41100,"St. George, UT","Software Developers, Applications","82,240",1100,16.05%
MA,74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division","Software Developers, Applications","108,090",1448,16.08%
IA,20220,"Dubuque, IA","Software Developers, Applications","76,730",1029,16.09%
MO,28140,"Kansas City, MO-KS","Software Developers, Applications","92,640",1243,16.10%
GA,17980,"Columbus, GA-AL","Software Developers, Applications","78,360",1053,16.13%
NY,40380,"Rochester, NY","Software Developers, Applications","82,590",1112,16.16%
VT,72400,"Burlington-South Burlington, VT","Software Developers, Applications","78,020",1051,16.17%
MI,28020,"Kalamazoo-Portage, MI","Software Developers, Applications","74,150",1000,16.18%
PA,49620,"York-Hanover, PA","Software Developers, Applications","84,880",1148,16.23%
GA,12060,"Atlanta-Sandy Springs-Marietta, GA","Software Developers, Applications","93,360",1263,16.23%
WI,29100,"La Crosse, WI-MN","Software Developers, Applications","75,670",1025,16.25%
MN,41060,"St. Cloud, MN","Software Developers, Applications","76,390",1035,16.26%
LA,35380,"New Orleans-Metairie-Kenner, LA","Software Developers, Applications","93,390",1268,16.29%
KS,31740,"Manhattan, KS","Software Developers, Applications","88,090",1197,16.31%
KS,48620,"Wichita, KS","Software Developers, Applications","80,430",1094,16.32%
WV,16620,"Charleston, WV","Software Developers, Applications","75,230",1024,16.33%
WY,16940,"Cheyenne, WY","Software Developers, Applications","64,310",876,16.35%
CT,78700,"Waterbury, CT","Software Developers, Applications","92,900",1268,16.38%
TN,32820,"Memphis, TN-MS-AR","Software Developers, Applications","83,460",1142,16.42%
SD,43620,"Sioux Falls, SD","Software Developers, Applications","81,370",1115,16.44%
NE,36540,"Omaha-Council Bluffs, NE-IA","Software Developers, Applications","81,920",1123,16.45%
MI,35660,"Niles-Benton Harbor, MI","Software Developers, Applications","71,820",986,16.47%
NC,22180,"Fayetteville, NC","Software Developers, Applications","85,910",1181,16.50%
MO,17860,"Columbia, MO","Software Developers, Applications","68,470",942,16.51%
MI,22420,"Flint, MI","Software Developers, Applications","71,750",988,16.52%
IA,19780,"Des Moines-West Des Moines, IA","Software Developers, Applications","82,780",1140,16.53%
SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC","Software Developers, Applications","77,260",1064,16.53%
UT,30860,"Logan, UT-ID","Software Developers, Applications","67,770",935,16.56%
OH,17460,"Cleveland-Elyria-Mentor, OH","Software Developers, Applications","77,540",1073,16.61%
OR,13460,"Bend, OR","Software Developers, Applications","71,650",992,16.61%
SD,39660,"Rapid City, SD","Software Developers, Applications","80,580",1117,16.63%
IL,44100,"Springfield, IL","Software Developers, Applications","74,630",1036,16.66%
OH,45780,"Toledo, OH","Software Developers, Applications","69,770",972,16.72%
FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Software Developers, Applications","67,320",939,16.74%
MD,12580,"Baltimore-Towson, MD","Software Developers, Applications","114,350",1599,16.78%
TX,33260,"Midland, TX","Software Developers, Applications","89,500",1253,16.80%
MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division","Software Developers, Applications","109,230",1536,16.87%
MS,37700,"Pascagoula, MS","Software Developers, Applications","85,870",1208,16.88%
GA,23580,"Gainesville, GA","Software Developers, Applications","78,860",1111,16.91%
KY,31140,"Louisville-Jefferson County, KY-IN","Software Developers, Applications","74,110",1045,16.92%
MS,25060,"Gulfport-Biloxi, MS","Software Developers, Applications","80,600",1137,16.93%
IA,11180,"Ames, IA","Software Developers, Applications","75,620",1069,16.96%
WA,44060,"Spokane, WA","Software Developers, Applications","79,170",1120,16.98%
MA,78254,"Taunton-Norton-Raynham, MA NECTA Division","Software Developers, Applications","99,230",1405,16.99%
WI,11540,"Appleton, WI","Software Developers, Applications","75,190",1065,17.00%
UT,41620,"Salt Lake City, UT","Software Developers, Applications","93,040",1318,17.00%
NC,48900,"Wilmington, NC","Software Developers, Applications","80,780",1146,17.02%
MI,26100,"Holland-Grand Haven, MI","Software Developers, Applications","80,680",1149,17.09%
MO,27620,"Jefferson City, MO","Software Developers, Applications","66,710",955,17.18%
OK,46140,"Tulsa, OK","Software Developers, Applications","74,320",1066,17.21%
CT,76450,"Norwich-New London, CT-RI","Software Developers, Applications","98,420",1412,17.22%
LA,43340,"Shreveport-Bossier City, LA","Software Developers, Applications","69,730",1005,17.30%
NY,10580,"Albany-Schenectady-Troy, NY","Software Developers, Applications","85,080",1229,17.33%
VA,40060,"Richmond, VA","Software Developers, Applications","89,460",1294,17.36%
AR,30780,"Little Rock-North Little Rock-Conway, AR","Software Developers, Applications","75,750",1098,17.39%
MI,24340,"Grand Rapids-Wyoming, MI","Software Developers, Applications","78,860",1144,17.41%
IA,47940,"Waterloo-Cedar Falls, IA","Software Developers, Applications","70,430",1022,17.41%
SC,17900,"Columbia, SC","Software Developers, Applications","76,880",1117,17.43%
MI,27100,"Jackson, MI","Software Developers, Applications","77,080",1121,17.45%
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Software Developers, Applications","82,170",1199,17.51%
PA,37964,"Philadelphia, PA Metropolitan Division","Software Developers, Applications","96,780",1414,17.53%
AZ,46060,"Tucson, AZ","Software Developers, Applications","85,590",1251,17.54%
MO,44180,"Springfield, MO","Software Developers, Applications","69,770",1022,17.58%
MI,12980,"Battle Creek, MI","Software Developers, Applications","72,630",1064,17.58%
AZ,39140,"Prescott, AZ","Software Developers, Applications","84,050",1232,17.59%
TX,17780,"College Station-Bryan, TX","Software Developers, Applications","71,750",1052,17.59%
NC,24780,"Greenville, NC","Software Developers, Applications","67,090",984,17.60%
VA,13980,"Blacksburg-Christiansburg-Radford, VA","Software Developers, Applications","72,760",1071,17.66%
VA,25500,"Harrisonburg, VA","Software Developers, Applications","67,810",1000,17.70%
SC,16700,"Charleston-North Charleston-Summerville, SC","Software Developers, Applications","83,900",1239,17.72%
CO,19740,"Denver-Aurora-Broomfield, CO","Software Developers, Applications","101,760",1504,17.74%
AZ,49740,"Yuma, AZ","Software Developers, Applications","87,010",1286,17.74%
OR,21660,"Eugene-Springfield, OR","Software Developers, Applications","85,600",1270,17.80%
CO,24300,"Grand Junction, CO","Software Developers, Applications","80,020",1189,17.83%
FL,27260,"Jacksonville, FL","Software Developers, Applications","88,110",1311,17.85%
PA,25420,"Harrisburg-Carlisle, PA","Software Developers, Applications","77,960",1165,17.93%
ID,14260,"Boise City-Nampa, ID","Software Developers, Applications","74,540",1114,17.93%
FL,45300,"Tampa-St. Petersburg-Clearwater, FL","Software Developers, Applications","90,240",1349,17.94%
MI,29620,"Lansing-East Lansing, MI","Software Developers, Applications","72,280",1089,18.08%
KY,30460,"Lexington-Fayette, KY","Software Developers, Applications","72,530",1095,18.12%
IL,40420,"Rockford, IL","Software Developers, Applications","72,080",1089,18.13%
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division","Software Developers, Applications","117,460",1777,18.15%
IL,14060,"Bloomington-Normal, IL","Software Developers, Applications","89,960",1363,18.18%
TX,47380,"Waco, TX","Software Developers, Applications","69,370",1052,18.20%
PA,10900,"Allentown-Bethlehem-Easton, PA-NJ","Software Developers, Applications","85,300",1297,18.25%
FL,37340,"Palm Bay-Melbourne-Titusville, FL","Software Developers, Applications","82,680",1260,18.29%
WA,36500,"Olympia, WA","Software Developers, Applications","94,150",1436,18.30%
GA,42340,"Savannah, GA","Software Developers, Applications","79,830",1218,18.31%
TX,12420,"Austin-Round Rock-San Marcos, TX","Software Developers, Applications","95,090",1454,18.35%
IL,16974,"Chicago-Joliet-Naperville, IL Metropolitan Division","Software Developers, Applications","87,020",1331,18.35%
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Software Developers, Applications","92,670",1419,18.37%
CO,39380,"Pueblo, CO","Software Developers, Applications","69,370",1063,18.39%
UT,36260,"Ogden-Clearfield, UT","Software Developers, Applications","74,950",1149,18.40%
KS,45820,"Topeka, KS","Software Developers, Applications","69,820",1078,18.53%
NV,39900,"Reno-Sparks, NV","Software Developers, Applications","93,820",1449,18.53%
WI,27500,"Janesville, WI","Software Developers, Applications","67,060",1037,18.56%
AZ,38060,"Phoenix-Mesa-Glendale, AZ","Software Developers, Applications","90,950",1410,18.60%
CT,71950,"Bridgeport-Stamford-Norwalk, CT","Software Developers, Applications","105,590",1642,18.66%
MA,78100,"Springfield, MA-CT","Software Developers, Applications","81,010",1260,18.66%
OR,38900,"Portland-Vancouver-Hillsboro, OR-WA","Software Developers, Applications","90,980",1428,18.83%
MD,25180,"Hagerstown-Martinsburg, MD-WV","Software Developers, Applications","91,360",1436,18.86%
FL,29460,"Lakeland-Winter Haven, FL","Software Developers, Applications","74,580",1177,18.94%
CA,40140,"Riverside-San Bernardino-Ontario, CA","Software Developers, Applications","99,910",1582,19.00%
DE,20100,"Dover, DE","Software Developers, Applications","88,100",1396,19.01%
FL,36100,"Ocala, FL","Software Developers, Applications","71,130",1129,19.05%
CA,44700,"Stockton, CA","Software Developers, Applications","91,540",1453,19.05%
NH,74950,"Manchester, NH","Software Developers, Applications","87,740",1395,19.08%
CT,73450,"Hartford-West Hartford-East Hartford, CT","Software Developers, Applications","91,060",1457,19.20%
CA,47300,"Visalia-Porterville, CA","Software Developers, Applications","74,020",1186,19.23%
MD,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division","Software Developers, Applications","103,510",1659,19.23%
FL,36740,"Orlando-Kissimmee-Sanford, FL","Software Developers, Applications","86,030",1380,19.25%
OR,41420,"Salem, OR","Software Developers, Applications","74,930",1207,19.33%
WI,31540,"Madison, WI","Software Developers, Applications","81,350",1315,19.40%
ND,13900,"Bismarck, ND","Software Developers, Applications","66,200",1071,19.41%
KS,29940,"Lawrence, KS","Software Developers, Applications","75,470",1221,19.41%
FL,39460,"Punta Gorda, FL","Software Developers, Applications","80,020",1295,19.42%
NJ,35086,"Newark-Union, NJ-PA Metropolitan Division","Software Developers, Applications","108,140",1752,19.44%
ND,22020,"Fargo, ND-MN","Software Developers, Applications","65,250",1067,19.62%
GA,12020,"Athens-Clarke County, GA","Software Developers, Applications","63,810",1047,19.69%
VA,16820,"Charlottesville, VA","Software Developers, Applications","82,290",1351,19.70%
PA,29540,"Lancaster, PA","Software Developers, Applications","75,610",1245,19.76%
ME,76750,"Portland-South Portland-Biddeford, ME","Software Developers, Applications","86,640",1428,19.78%
FL,45220,"Tallahassee, FL","Software Developers, Applications","74,940",1236,19.79%
NM,10740,"Albuquerque, NM","Software Developers, Applications","74,510",1229,19.79%
CT,75700,"New Haven, CT","Software Developers, Applications","91,780",1523,19.91%
OR,32780,"Medford, OR","Software Developers, Applications","77,650",1289,19.92%
WI,20740,"Eau Claire, WI","Software Developers, Applications","69,720",1163,20.02%
CA,17020,"Chico, CA","Software Developers, Applications","79,650",1331,20.05%
PR,41980,"San Juan-Caguas-Guaynabo, PR","Software Developers, Applications","52,390",877,20.09%
NH,76900,"Portsmouth, NH-ME","Software Developers, Applications","93,000",1559,20.12%
TN,16860,"Chattanooga, TN-GA","Software Developers, Applications","80,360",1351,20.17%
TX,21340,"El Paso, TX","Software Developers, Applications","67,750",1151,20.39%
GA,31420,"Macon, GA","Software Developers, Applications","65,200",1110,20.43%
VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Software Developers, Applications","91,530",1562,20.48%
FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division","Software Developers, Applications","95,060",1623,20.49%
ND,24220,"Grand Forks, ND-MN","Software Developers, Applications","60,820",1041,20.54%
FL,37860,"Pensacola-Ferry Pass-Brent, FL","Software Developers, Applications","69,970",1200,20.58%
MT,33540,"Missoula, MT","Software Developers, Applications","74,560",1283,20.65%
CA,46700,"Vallejo-Fairfield, CA","Software Developers, Applications","105,710",1824,20.71%
LA,12940,"Baton Rouge, LA","Software Developers, Applications","61,590",1064,20.73%
CA,41500,"Salinas, CA","Software Developers, Applications","110,740",1928,20.89%
WA,45104,"Tacoma, WA Metropolitan Division","Software Developers, Applications","89,660",1563,20.92%
CA,39820,"Redding, CA","Software Developers, Applications","85,110",1484,20.92%
MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division","Software Developers, Applications","112,630",1970,20.99%
MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division","Software Developers, Applications","88,880",1555,20.99%
CA,42220,"Santa Rosa-Petaluma, CA","Software Developers, Applications","111,740",1960,21.05%
NV,29820,"Las Vegas-Paradise, NV","Software Developers, Applications","87,150",1530,21.07%
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA","Software Developers, Applications","142,370",2503,21.10%
NJ,45940,"Trenton-Ewing, NJ","Software Developers, Applications","96,760",1705,21.15%
IN,14020,"Bloomington, IN","Software Developers, Applications","71,930",1285,21.44%
NY,39100,"Poughkeepsie-Newburgh-Middletown, NY","Software Developers, Applications","93,360",1672,21.49%
NH,75404,"Nashua, NH-MA NECTA Division","Software Developers, Applications","94,510",1696,21.53%
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division","Software Developers, Applications","104,140",1875,21.61%
MA,70900,"Barnstable Town, MA","Software Developers, Applications","91,310",1649,21.67%
AZ,22380,"Flagstaff, AZ","Software Developers, Applications","76,330",1383,21.74%
IA,26980,"Iowa City, IA","Software Developers, Applications","73,390",1335,21.83%
CO,22662,"Fort Collins-Loveland, CO","Software Developers, Applications","76,570",1401,21.96%
TX,31180,"Lubbock, TX","Software Developers, Applications","64,700",1195,22.16%
CO,14500,"Boulder, CO","Software Developers, Applications","106,560",1970,22.18%
NC,15500,"Burlington, NC","Software Developers, Applications","92,020",1717,22.39%
LA,29180,"Lafayette, LA","Software Developers, Applications","58,930",1108,22.56%
AL,12220,"Auburn-Opelika, AL","Software Developers, Applications","89,320",1685,22.64%
FL,35840,"North Port-Bradenton-Sarasota, FL","Software Developers, Applications","71,460",1355,22.75%
NJ,15804,"Camden, NJ Metropolitan Division","Software Developers, Applications","84,540",1604,22.77%
OH,15940,"Canton-Massillon, OH","Software Developers, Applications","61,560",1172,22.85%
FL,23540,"Gainesville, FL","Software Developers, Applications","64,870",1247,23.07%
NM,42140,"Santa Fe, NM","Software Developers, Applications","72,190",1389,23.09%
CA,42020,"San Luis Obispo-Paso Robles, CA","Software Developers, Applications","97,690",1905,23.40%
TX,46340,"Tyler, TX","Software Developers, Applications","62,860",1226,23.40%
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division","Software Developers, Applications","121,200",2370,23.47%
FL,38940,"Port St. Lucie, FL","Software Developers, Applications","69,020",1356,23.58%
DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Software Developers, Applications","108,130",2127,23.60%
CA,41740,"San Diego-Carlsbad-San Marcos, CA","Software Developers, Applications","107,780",2134,23.76%
NJ,47220,"Vineland-Millville-Bridgeton, NJ","Software Developers, Applications","90,920",1824,24.07%
FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division","Software Developers, Applications","88,000",1797,24.50%
FL,34940,"Naples-Marco Island, FL","Software Developers, Applications","68,980",1424,24.77%
ME,70750,"Bangor, ME","Software Developers, Applications","76,690",1599,25.02%
NY,27060,"Ithaca, NY","Software Developers, Applications","80,380",1687,25.19%
NY,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division","Software Developers, Applications","111,120",2356,25.44%
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA","Software Developers, Applications","102,520",2192,25.66%
CA,42060,"Santa Barbara-Santa Maria-Goleta, CA","Software Developers, Applications","86,780",1918,26.52%
NY,28740,"Kingston, NY","Software Developers, Applications","66,590",1487,26.80%
CA,34900,"Napa, CA","Software Developers, Applications","92,950",2187,28.23%
FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division","Software Developers, Applications","70,600",1722,29.27%
CT,72850,"Danbury, CT","Software Developers, Applications","83,160",2112,30.48%
NY,35004,"Nassau-Suffolk, NY Metropolitan Division","Software Developers, Applications","89,860",2286,30.53%
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division","Software Developers, Applications","117,610",3637,37.11%
HI,26180,"Honolulu, HI","Software Developers, Applications","81,390",2682,39.54%
KY,14540,"Bowling Green, KY","Software Developers, Applications","50,500",1857,44.13%
CA,42100,"Santa Cruz-Watsonville, CA","Software Developers, Systems Software","110,090",883,9.62%
WA,14740,"Bremerton-Silverdale, WA","Software Developers, Systems Software","109,150",932,10.25%
FL,18880,"Crestview-Fort Walton Beach-Destin, FL","Software Developers, Systems Software","104,460",913,10.49%
CO,17820,"Colorado Springs, CO","Software Developers, Systems Software","109,480",979,10.73%
CA,12540,"Bakersfield-Delano, CA","Software Developers, Systems Software","113,160",1012,10.73%
ID,17660,"Coeur d'Alene, ID","Software Developers, Systems Software","93,530",852,10.93%
IN,23060,"Fort Wayne, IN","Software Developers, Systems Software","98,500",905,11.03%
IN,29020,"Kokomo, IN","Software Developers, Systems Software","101,230",947,11.23%
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division","Software Developers, Systems Software","102,250",957,11.23%
NY,13780,"Binghamton, NY","Software Developers, Systems Software","110,580",1042,11.31%
AL,26620,"Huntsville, AL","Software Developers, Systems Software","106,280",1015,11.46%
VA,31340,"Lynchburg, VA","Software Developers, Systems Software","93,290",897,11.54%
OR,18700,"Corvallis, OR","Software Developers, Systems Software","102,480",1002,11.73%
TN,27740,"Johnson City, TN","Software Developers, Systems Software","95,350",934,11.75%
IL,16580,"Champaign-Urbana, IL","Software Developers, Systems Software","95,470",937,11.78%
KY,21060,"Elizabethtown, KY","Software Developers, Systems Software","94,840",934,11.82%
MN,20260,"Duluth, MN-WI","Software Developers, Systems Software","98,230",971,11.86%
TN,28700,"Kingsport-Bristol-Bristol, TN-VA","Software Developers, Systems Software","85,370",848,11.92%
TX,47380,"Waco, TX","Software Developers, Systems Software","105,250",1052,11.99%
WA,13380,"Bellingham, WA","Software Developers, Systems Software","79,150",793,12.02%
WY,16940,"Cheyenne, WY","Software Developers, Systems Software","87,240",876,12.05%
IA,43580,"Sioux City, IA-NE-SD","Software Developers, Systems Software","96,930",981,12.14%
IN,29140,"Lafayette, IN","Software Developers, Systems Software","105,080",1072,12.24%
IL,37900,"Peoria, IL","Software Developers, Systems Software","97,710",997,12.24%
TX,41700,"San Antonio-New Braunfels, TX","Software Developers, Systems Software","116,150",1189,12.28%
TX,15180,"Brownsville-Harlingen, TX","Software Developers, Systems Software","89,570",918,12.30%
NC,20500,"Durham-Chapel Hill, NC","Software Developers, Systems Software","111,670",1162,12.49%
OH,49660,"Youngstown-Warren-Boardman, OH-PA","Software Developers, Systems Software","82,760",865,12.54%
TX,28660,"Killeen-Temple-Fort Hood, TX","Software Developers, Systems Software","109,880",1164,12.71%
VA,40220,"Roanoke, VA","Software Developers, Systems Software","94,400",1005,12.78%
TN,17300,"Clarksville, TN-KY","Software Developers, Systems Software","74,200",790,12.78%
WI,36780,"Oshkosh-Neenah, WI","Software Developers, Systems Software","84,710",907,12.85%
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA","Software Developers, Systems Software","94,330",1016,12.92%
PA,48700,"Williamsport, PA","Software Developers, Systems Software","86,650",935,12.95%
MN,40340,"Rochester, MN","Software Developers, Systems Software","103,000",1112,12.96%
IA,19340,"Davenport-Moline-Rock Island, IA-IL","Software Developers, Systems Software","90,320",976,12.97%
MT,13740,"Billings, MT","Software Developers, Systems Software","80,470",870,12.97%
OH,19380,"Dayton, OH","Software Developers, Systems Software","93,760",1017,13.02%
NC,25860,"Hickory-Lenoir-Morganton, NC","Software Developers, Systems Software","76,950",836,13.04%
MO,41180,"St. Louis, MO-IL","Software Developers, Systems Software","102,880",1131,13.19%
IA,19780,"Des Moines-West Des Moines, IA","Software Developers, Systems Software","103,680",1140,13.19%
NY,46540,"Utica-Rome, NY","Software Developers, Systems Software","100,360",1105,13.21%
NC,24660,"Greensboro-High Point, NC","Software Developers, Systems Software","93,450",1034,13.28%
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC","Software Developers, Systems Software","105,410",1168,13.30%
TN,17420,"Cleveland, TN","Software Developers, Systems Software","96,370",1073,13.36%
MI,11460,"Ann Arbor, MI","Software Developers, Systems Software","89,150",994,13.38%
KS,48620,"Wichita, KS","Software Developers, Systems Software","98,000",1094,13.40%
GA,17980,"Columbus, GA-AL","Software Developers, Systems Software","94,110",1053,13.43%
VT,72400,"Burlington-South Burlington, VT","Software Developers, Systems Software","93,890",1051,13.43%
MS,27140,"Jackson, MS","Software Developers, Systems Software","91,890",1030,13.45%
TX,17780,"College Station-Bryan, TX","Software Developers, Systems Software","93,810",1052,13.46%
FL,37860,"Pensacola-Ferry Pass-Brent, FL","Software Developers, Systems Software","107,000",1200,13.46%
TX,30980,"Longview, TX","Software Developers, Systems Software","95,470",1071,13.46%
MA,79600,"Worcester, MA-CT","Software Developers, Systems Software","111,670",1258,13.52%
NC,39580,"Raleigh-Cary, NC","Software Developers, Systems Software","102,740",1167,13.63%
RI,77200,"Providence-Fall River-Warwick, RI-MA","Software Developers, Systems Software","107,830",1226,13.64%
OH,10420,"Akron, OH","Software Developers, Systems Software","90,870",1043,13.77%
NY,15380,"Buffalo-Niagara Falls, NY","Software Developers, Systems Software","84,050",965,13.78%
MI,26100,"Holland-Grand Haven, MI","Software Developers, Systems Software","99,980",1149,13.79%
GA,12020,"Athens-Clarke County, GA","Software Developers, Systems Software","91,030",1047,13.80%
NE,30700,"Lincoln, NE","Software Developers, Systems Software","73,080",842,13.83%
IL,40420,"Rockford, IL","Software Developers, Systems Software","93,980",1089,13.91%
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division","Software Developers, Systems Software","108,240",1258,13.95%
TX,32580,"McAllen-Edinburg-Mission, TX","Software Developers, Systems Software","75,420",878,13.97%
WI,29100,"La Crosse, WI-MN","Software Developers, Systems Software","87,900",1025,13.99%
WA,28420,"Kennewick-Pasco-Richland, WA","Software Developers, Systems Software","90,080",1056,14.07%
IN,43780,"South Bend-Mishawaka, IN-MI","Software Developers, Systems Software","81,430",957,14.10%
NY,45060,"Syracuse, NY","Software Developers, Systems Software","93,890",1111,14.20%
GA,47580,"Warner Robins, GA","Software Developers, Systems Software","87,360",1035,14.22%
AL,33860,"Montgomery, AL","Software Developers, Systems Software","87,970",1046,14.27%
CA,23420,"Fresno, CA","Software Developers, Systems Software","103,640",1234,14.29%
TX,26420,"Houston-Sugar Land-Baytown, TX","Software Developers, Systems Software","106,090",1264,14.30%
OH,18140,"Columbus, OH","Software Developers, Systems Software","97,500",1164,14.33%
MI,28020,"Kalamazoo-Portage, MI","Software Developers, Systems Software","82,850",1000,14.48%
UT,39340,"Provo-Orem, UT","Software Developers, Systems Software","91,080",1102,14.52%
MA,76600,"Pittsfield, MA","Software Developers, Systems Software","88,300",1069,14.53%
NC,22180,"Fayetteville, NC","Software Developers, Systems Software","97,530",1181,14.53%
OH,45780,"Toledo, OH","Software Developers, Systems Software","80,220",972,14.54%
FL,35840,"North Port-Bradenton-Sarasota, FL","Software Developers, Systems Software","111,730",1355,14.55%
NH,74950,"Manchester, NH","Software Developers, Systems Software","114,970",1395,14.56%
UT,30860,"Logan, UT-ID","Software Developers, Systems Software","77,000",935,14.57%
AL,13820,"Birmingham-Hoover, AL","Software Developers, Systems Software","87,510",1065,14.60%
NY,40380,"Rochester, NY","Software Developers, Systems Software","91,340",1112,14.61%
