PRIM_STATE,AREA,AREA_NAME,OCC_TITLE,A_MEAN,Rent50_3,Ratio
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division","Software Developers, Applications",101390,1258,0.1488904231
WI,43100,"Sheboygan, WI","Software Developers, Applications",80270,999,0.1493459574
GA,47580,"Warner Robins, GA","Software Developers, Applications",83120,1035,0.1494225217
PA,30140,"Lebanon, PA","Software Developers, Applications",78590,979,0.1494846673
MI,11460,"Ann Arbor, MI","Software Developers, Applications",79630,993,0.1496420947
NY,46540,"Utica-Rome, NY","Software Developers, Applications",88450,1105,0.1499152063
NJ,12100,"Atlantic City-Hammonton, NJ","Software Developers, Applications",101080,1263,0.1499406411
TX,29702,"Laredo, TX","Software Developers, Applications",87000,1088,0.1500689655
TX,41700,"San Antonio-New Braunfels, TX","Software Developers, Applications",94860,1189,0.1504111322
MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division","Software Developers, Applications",95840,1206,0.1510016694
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO","Software Developers, Applications",85780,1080,0.1510841688
CO,24540,"Greeley, CO","Software Developers, Applications",87560,1103,0.1511649155
NC,11700,"Asheville, NC","Software Developers, Applications",78580,990,0.1511835073
OK,36420,"Oklahoma City, OK","Software Developers, Applications",83620,1054,0.1512556805
NC,49180,"Winston-Salem, NC","Software Developers, Applications",84570,1066,0.1512593118
PA,44300,"State College, PA","Software Developers, Applications",103950,1311,0.1513419913
IN,34620,"Muncie, IN","Software Developers, Applications",72860,920,0.1515234697
IA,16300,"Cedar Rapids, IA","Software Developers, Applications",80460,1016,0.1515287099
MN,31860,"Mankato-North Mankato, MN","Software Developers, Applications",81110,1025,0.151645913
TX,28660,"Killeen-Temple-Fort Hood, TX","Software Developers, Applications",92100,1164,0.1516612378
TX,30980,"Longview, TX","Software Developers, Applications",84640,1071,0.1518431002
FL,15980,"Cape Coral-Fort Myers, FL","Software Developers, Applications",72400,923,0.1529834254
WA,34580,"Mount Vernon-Anacortes, WA","Software Developers, Applications",104490,1334,0.1532012633
MN,40340,"Rochester, MN","Software Developers, Applications",94620,1208,0.1532022828
IA,19340,"Davenport-Moline-Rock Island, IA-IL","Software Developers, Applications",76410,976,0.1532783667
WI,24580,"Green Bay, WI","Software Developers, Applications",81650,1043,0.1532884262
PA,11020,"Altoona, PA","Software Developers, Applications",73660,942,0.1534618518
TN,17300,"Clarksville, TN-KY","Software Developers, Applications",83070,1063,0.1535572409
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC","Software Developers, Applications",91210,1168,0.153667361
AL,33660,"Mobile, AL","Software Developers, Applications",86970,1115,0.1538461538
PA,39740,"Reading, PA","Software Developers, Applications",89080,1143,0.153973956
IL,37900,"Peoria, IL","Software Developers, Applications",77700,997,0.153976834
MN,20260,"Duluth, MN-WI","Software Developers, Applications",75640,971,0.1540454786
PA,21500,"Erie, PA","Software Developers, Applications",69780,899,0.154600172
TX,26420,"Houston-Sugar Land-Baytown, TX","Software Developers, Applications",98040,1264,0.1547123623
OH,10420,"Akron, OH","Software Developers, Applications",80790,1042,0.1547716302
IN,23844,"Gary, IN Metropolitan Division","Software Developers, Applications",82950,1070,0.1547920434
SC,22500,"Florence, SC","Software Developers, Applications",66630,862,0.155245385
OH,30620,"Lima, OH","Software Developers, Applications",67280,871,0.1553507729
NM,29740,"Las Cruces, NM","Software Developers, Applications",86670,1123,0.1554863274
WV,34060,"Morgantown, WV","Software Developers, Applications",86040,1115,0.1555090656
VA,40220,"Roanoke, VA","Software Developers, Applications",77410,1005,0.1557938251
OH,18140,"Columbus, OH","Software Developers, Applications",89530,1164,0.1560147437
AK,11260,"Anchorage, AK","Software Developers, Applications",81890,1067,0.1563560874
TX,11100,"Amarillo, TX","Software Developers, Applications",81880,1069,0.1566682951
OH,17140,"Cincinnati-Middletown, OH-KY-IN","Software Developers, Applications",82750,1086,0.1574864048
RI,77200,"Providence-Fall River-Warwick, RI-MA","Software Developers, Applications",93360,1226,0.1575835476
TN,28940,"Knoxville, TN","Software Developers, Applications",83790,1101,0.1576799141
CA,33700,"Modesto, CA","Software Developers, Applications",107810,1418,0.1578332251
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division","Software Developers, Applications",98880,1302,0.1580097087
GA,19140,"Dalton, GA","Software Developers, Applications",98330,1302,0.1588935218
WI,33340,"Milwaukee-Waukesha-West Allis, WI","Software Developers, Applications",82530,1100,0.1599418393
TX,18580,"Corpus Christi, TX","Software Developers, Applications",88390,1182,0.1604706415
UT,41100,"St. George, UT","Software Developers, Applications",82240,1100,0.1605058366
MA,74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division","Software Developers, Applications",108090,1448,0.1607549265
IA,20220,"Dubuque, IA","Software Developers, Applications",76730,1029,0.1609279291
MO,28140,"Kansas City, MO-KS","Software Developers, Applications",92640,1243,0.1610103627
GA,17980,"Columbus, GA-AL","Software Developers, Applications",78360,1053,0.1612557427
NY,40380,"Rochester, NY","Software Developers, Applications",82590,1112,0.1615691972
VT,72400,"Burlington-South Burlington, VT","Software Developers, Applications",78020,1051,0.1616508588
MI,28020,"Kalamazoo-Portage, MI","Software Developers, Applications",74150,1000,0.16183412
PA,49620,"York-Hanover, PA","Software Developers, Applications",84880,1148,0.1622997172
GA,12060,"Atlanta-Sandy Springs-Marietta, GA","Software Developers, Applications",93360,1263,0.1623393316
WI,29100,"La Crosse, WI-MN","Software Developers, Applications",75670,1025,0.1625479054
MN,41060,"St. Cloud, MN","Software Developers, Applications",76390,1035,0.162586726
LA,35380,"New Orleans-Metairie-Kenner, LA","Software Developers, Applications",93390,1268,0.1629296499
KS,31740,"Manhattan, KS","Software Developers, Applications",88090,1197,0.1630605063
KS,48620,"Wichita, KS","Software Developers, Applications",80430,1094,0.1632226781
WV,16620,"Charleston, WV","Software Developers, Applications",75230,1024,0.1633390934
WY,16940,"Cheyenne, WY","Software Developers, Applications",64310,876,0.1634582491
CT,78700,"Waterbury, CT","Software Developers, Applications",92900,1268,0.1637890205
TN,32820,"Memphis, TN-MS-AR","Software Developers, Applications",83460,1142,0.1641984184
SD,43620,"Sioux Falls, SD","Software Developers, Applications",81370,1115,0.1644340666
NE,36540,"Omaha-Council Bluffs, NE-IA","Software Developers, Applications",81920,1123,0.1645019531
MI,35660,"Niles-Benton Harbor, MI","Software Developers, Applications",71820,986,0.1647451963
NC,22180,"Fayetteville, NC","Software Developers, Applications",85910,1181,0.1649633337
MO,17860,"Columbia, MO","Software Developers, Applications",68470,942,0.1650942018
MI,22420,"Flint, MI","Software Developers, Applications",71750,988,0.1652404181
IA,19780,"Des Moines-West Des Moines, IA","Software Developers, Applications",82780,1140,0.1652573085
SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC","Software Developers, Applications",77260,1064,0.1652601605
UT,30860,"Logan, UT-ID","Software Developers, Applications",67770,935,0.1655599823
OH,17460,"Cleveland-Elyria-Mentor, OH","Software Developers, Applications",77540,1073,0.166056229
OR,13460,"Bend, OR","Software Developers, Applications",71650,992,0.166140963
SD,39660,"Rapid City, SD","Software Developers, Applications",80580,1117,0.166344006
IL,44100,"Springfield, IL","Software Developers, Applications",74630,1036,0.1665818036
OH,45780,"Toledo, OH","Software Developers, Applications",69770,972,0.1671778701
FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Software Developers, Applications",67320,939,0.1673796791
MD,12580,"Baltimore-Towson, MD","Software Developers, Applications",114350,1599,0.1678006122
TX,33260,"Midland, TX","Software Developers, Applications",89500,1253,0.168
MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division","Software Developers, Applications",109230,1536,0.1687448503
MS,37700,"Pascagoula, MS","Software Developers, Applications",85870,1208,0.1688133225
GA,23580,"Gainesville, GA","Software Developers, Applications",78860,1111,0.1690590921
KY,31140,"Louisville-Jefferson County, KY-IN","Software Developers, Applications",74110,1045,0.1692079342
MS,25060,"Gulfport-Biloxi, MS","Software Developers, Applications",80600,1137,0.169280397
IA,11180,"Ames, IA","Software Developers, Applications",75620,1069,0.169637662
WA,44060,"Spokane, WA","Software Developers, Applications",79170,1120,0.1697612732
MA,78254,"Taunton-Norton-Raynham, MA NECTA Division","Software Developers, Applications",99230,1405,0.1699082939
WI,11540,"Appleton, WI","Software Developers, Applications",75190,1065,0.1699694108
UT,41620,"Salt Lake City, UT","Software Developers, Applications",93040,1318,0.1699914015
NC,48900,"Wilmington, NC","Software Developers, Applications",80780,1146,0.1702401585
MI,26100,"Holland-Grand Haven, MI","Software Developers, Applications",80680,1149,0.1708973723
MO,27620,"Jefferson City, MO","Software Developers, Applications",66710,955,0.1717883376
OK,46140,"Tulsa, OK","Software Developers, Applications",74320,1066,0.1721205597
CT,76450,"Norwich-New London, CT-RI","Software Developers, Applications",98420,1412,0.1721601301
LA,43340,"Shreveport-Bossier City, LA","Software Developers, Applications",69730,1005,0.172952818
NY,10580,"Albany-Schenectady-Troy, NY","Software Developers, Applications",85080,1229,0.1733427362
VA,40060,"Richmond, VA","Software Developers, Applications",89460,1294,0.173574782
AR,30780,"Little Rock-North Little Rock-Conway, AR","Software Developers, Applications",75750,1098,0.1739405941
MI,24340,"Grand Rapids-Wyoming, MI","Software Developers, Applications",78860,1144,0.1740806493
IA,47940,"Waterloo-Cedar Falls, IA","Software Developers, Applications",70430,1022,0.1741303422
SC,17900,"Columbia, SC","Software Developers, Applications",76880,1117,0.1743496358
MI,27100,"Jackson, MI","Software Developers, Applications",77080,1121,0.1745199792
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Software Developers, Applications",82170,1199,0.1751004016
PA,37964,"Philadelphia, PA Metropolitan Division","Software Developers, Applications",96780,1414,0.1753254805
AZ,46060,"Tucson, AZ","Software Developers, Applications",85590,1251,0.1753943218
MO,44180,"Springfield, MO","Software Developers, Applications",69770,1022,0.1757775548
MI,12980,"Battle Creek, MI","Software Developers, Applications",72630,1064,0.175795126
AZ,39140,"Prescott, AZ","Software Developers, Applications",84050,1232,0.1758953004
TX,17780,"College Station-Bryan, TX","Software Developers, Applications",71750,1052,0.1759442509
NC,24780,"Greenville, NC","Software Developers, Applications",67090,984,0.1760023849
VA,13980,"Blacksburg-Christiansburg-Radford, VA","Software Developers, Applications",72760,1071,0.176635514
VA,25500,"Harrisonburg, VA","Software Developers, Applications",67810,1000,0.1769650494
SC,16700,"Charleston-North Charleston-Summerville, SC","Software Developers, Applications",83900,1239,0.1772109654
CO,19740,"Denver-Aurora-Broomfield, CO","Software Developers, Applications",101760,1504,0.1773584906
AZ,49740,"Yuma, AZ","Software Developers, Applications",87010,1286,0.1773589243
OR,21660,"Eugene-Springfield, OR","Software Developers, Applications",85600,1270,0.1780373832
CO,24300,"Grand Junction, CO","Software Developers, Applications",80020,1189,0.1783054236
FL,27260,"Jacksonville, FL","Software Developers, Applications",88110,1311,0.1785495403
PA,25420,"Harrisburg-Carlisle, PA","Software Developers, Applications",77960,1165,0.1793227296
ID,14260,"Boise City-Nampa, ID","Software Developers, Applications",74540,1114,0.1793399517
FL,45300,"Tampa-St. Petersburg-Clearwater, FL","Software Developers, Applications",90240,1349,0.1793882979
MI,29620,"Lansing-East Lansing, MI","Software Developers, Applications",72280,1089,0.1807969009
KY,30460,"Lexington-Fayette, KY","Software Developers, Applications",72530,1095,0.1811664139
IL,40420,"Rockford, IL","Software Developers, Applications",72080,1089,0.1812985572
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division","Software Developers, Applications",117460,1777,0.1815426528
IL,14060,"Bloomington-Normal, IL","Software Developers, Applications",89960,1363,0.1818141396
TX,47380,"Waco, TX","Software Developers, Applications",69370,1052,0.1819806833
PA,10900,"Allentown-Bethlehem-Easton, PA-NJ","Software Developers, Applications",85300,1297,0.1824618992
FL,37340,"Palm Bay-Melbourne-Titusville, FL","Software Developers, Applications",82680,1260,0.18287373
WA,36500,"Olympia, WA","Software Developers, Applications",94150,1436,0.1830270844
GA,42340,"Savannah, GA","Software Developers, Applications",79830,1218,0.1830890643
TX,12420,"Austin-Round Rock-San Marcos, TX","Software Developers, Applications",95090,1454,0.1834893259
IL,16974,"Chicago-Joliet-Naperville, IL Metropolitan Division","Software Developers, Applications",87020,1331,0.1835440129
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Software Developers, Applications",92670,1419,0.183748786
CO,39380,"Pueblo, CO","Software Developers, Applications",69370,1063,0.1838835231
UT,36260,"Ogden-Clearfield, UT","Software Developers, Applications",74950,1149,0.1839626418
KS,45820,"Topeka, KS","Software Developers, Applications",69820,1078,0.1852764251
NV,39900,"Reno-Sparks, NV","Software Developers, Applications",93820,1449,0.1853336176
WI,27500,"Janesville, WI","Software Developers, Applications",67060,1037,0.1855651655
AZ,38060,"Phoenix-Mesa-Glendale, AZ","Software Developers, Applications",90950,1410,0.1860362837
CT,71950,"Bridgeport-Stamford-Norwalk, CT","Software Developers, Applications",105590,1642,0.1866085804
MA,78100,"Springfield, MA-CT","Software Developers, Applications",81010,1260,0.1866436242
OR,38900,"Portland-Vancouver-Hillsboro, OR-WA","Software Developers, Applications",90980,1428,0.1883490877
MD,25180,"Hagerstown-Martinsburg, MD-WV","Software Developers, Applications",91360,1436,0.1886164623
FL,29460,"Lakeland-Winter Haven, FL","Software Developers, Applications",74580,1177,0.189380531
CA,40140,"Riverside-San Bernardino-Ontario, CA","Software Developers, Applications",99910,1582,0.1900110099
DE,20100,"Dover, DE","Software Developers, Applications",88100,1396,0.1901475596
FL,36100,"Ocala, FL","Software Developers, Applications",71130,1129,0.1904681569
CA,44700,"Stockton, CA","Software Developers, Applications",91540,1453,0.1904741097
NH,74950,"Manchester, NH","Software Developers, Applications",87740,1395,0.1907909733
CT,73450,"Hartford-West Hartford-East Hartford, CT","Software Developers, Applications",91060,1457,0.1920052712
CA,47300,"Visalia-Porterville, CA","Software Developers, Applications",74020,1186,0.1922723588
MD,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division","Software Developers, Applications",103510,1659,0.1923292436
FL,36740,"Orlando-Kissimmee-Sanford, FL","Software Developers, Applications",86030,1380,0.1924909915
OR,41420,"Salem, OR","Software Developers, Applications",74930,1207,0.1933004137
WI,31540,"Madison, WI","Software Developers, Applications",81350,1315,0.1939766441
ND,13900,"Bismarck, ND","Software Developers, Applications",66200,1071,0.1941389728
KS,29940,"Lawrence, KS","Software Developers, Applications",75470,1221,0.1941433682
FL,39460,"Punta Gorda, FL","Software Developers, Applications",80020,1295,0.1942014496
NJ,35086,"Newark-Union, NJ-PA Metropolitan Division","Software Developers, Applications",108140,1752,0.1944146477
ND,22020,"Fargo, ND-MN","Software Developers, Applications",65250,1067,0.1962298851
GA,12020,"Athens-Clarke County, GA","Software Developers, Applications",63810,1047,0.1968970381
VA,16820,"Charlottesville, VA","Software Developers, Applications",82290,1351,0.1970105724
PA,29540,"Lancaster, PA","Software Developers, Applications",75610,1245,0.197592911
ME,76750,"Portland-South Portland-Biddeford, ME","Software Developers, Applications",86640,1428,0.1977839335
FL,45220,"Tallahassee, FL","Software Developers, Applications",74940,1236,0.1979183347
NM,10740,"Albuquerque, NM","Software Developers, Applications",74510,1229,0.1979331633
CT,75700,"New Haven, CT","Software Developers, Applications",91780,1523,0.1991283504
OR,32780,"Medford, OR","Software Developers, Applications",77650,1289,0.1992015454
WI,20740,"Eau Claire, WI","Software Developers, Applications",69720,1163,0.200172117
CA,17020,"Chico, CA","Software Developers, Applications",79650,1331,0.200527307
PR,41980,"San Juan-Caguas-Guaynabo, PR","Software Developers, Applications",52390,877,0.2008780302
NH,76900,"Portsmouth, NH-ME","Software Developers, Applications",93000,1559,0.2011612903
TN,16860,"Chattanooga, TN-GA","Software Developers, Applications",80360,1351,0.2017421603
TX,21340,"El Paso, TX","Software Developers, Applications",67750,1151,0.2038671587
GA,31420,"Macon, GA","Software Developers, Applications",65200,1110,0.2042944785
VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Software Developers, Applications",91530,1562,0.2047853163
FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division","Software Developers, Applications",95060,1623,0.2048811277
ND,24220,"Grand Forks, ND-MN","Software Developers, Applications",60820,1041,0.2053929628
FL,37860,"Pensacola-Ferry Pass-Brent, FL","Software Developers, Applications",69970,1200,0.2058024868
MT,33540,"Missoula, MT","Software Developers, Applications",74560,1283,0.2064914163
CA,46700,"Vallejo-Fairfield, CA","Software Developers, Applications",105710,1824,0.2070570429
LA,12940,"Baton Rouge, LA","Software Developers, Applications",61590,1064,0.2073063809
CA,41500,"Salinas, CA","Software Developers, Applications",110740,1928,0.2089217988
WA,45104,"Tacoma, WA Metropolitan Division","Software Developers, Applications",89660,1563,0.2091902744
CA,39820,"Redding, CA","Software Developers, Applications",85110,1484,0.2092351075
MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division","Software Developers, Applications",112630,1970,0.2098907929
MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division","Software Developers, Applications",88880,1555,0.2099459946
CA,42220,"Santa Rosa-Petaluma, CA","Software Developers, Applications",111740,1960,0.2104886343
NV,29820,"Las Vegas-Paradise, NV","Software Developers, Applications",87150,1530,0.2106712565
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA","Software Developers, Applications",142370,2503,0.2109714125
NJ,45940,"Trenton-Ewing, NJ","Software Developers, Applications",96760,1705,0.2114510128
IN,14020,"Bloomington, IN","Software Developers, Applications",71930,1285,0.2143750869
NY,39100,"Poughkeepsie-Newburgh-Middletown, NY","Software Developers, Applications",93360,1672,0.2149100257
NH,75404,"Nashua, NH-MA NECTA Division","Software Developers, Applications",94510,1696,0.2153422918
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division","Software Developers, Applications",104140,1875,0.2160553102
MA,70900,"Barnstable Town, MA","Software Developers, Applications",91310,1649,0.2167122988
AZ,22380,"Flagstaff, AZ","Software Developers, Applications",76330,1383,0.2174243417
IA,26980,"Iowa City, IA","Software Developers, Applications",73390,1335,0.21828587
CO,22662,"Fort Collins-Loveland, CO","Software Developers, Applications",76570,1401,0.2195637978
TX,31180,"Lubbock, TX","Software Developers, Applications",64700,1195,0.2216383308
CO,14500,"Boulder, CO","Software Developers, Applications",106560,1970,0.2218468468
NC,15500,"Burlington, NC","Software Developers, Applications",92020,1717,0.2239078461
LA,29180,"Lafayette, LA","Software Developers, Applications",58930,1108,0.2256236212
AL,12220,"Auburn-Opelika, AL","Software Developers, Applications",89320,1685,0.2263770712
FL,35840,"North Port-Bradenton-Sarasota, FL","Software Developers, Applications",71460,1355,0.2275398825
NJ,15804,"Camden, NJ Metropolitan Division","Software Developers, Applications",84540,1604,0.2276792051
OH,15940,"Canton-Massillon, OH","Software Developers, Applications",61560,1172,0.228460039
FL,23540,"Gainesville, FL","Software Developers, Applications",64870,1247,0.2306767381
NM,42140,"Santa Fe, NM","Software Developers, Applications",72190,1389,0.2308907051
CA,42020,"San Luis Obispo-Paso Robles, CA","Software Developers, Applications",97690,1905,0.2340055277
TX,46340,"Tyler, TX","Software Developers, Applications",62860,1226,0.2340439071
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division","Software Developers, Applications",121200,2370,0.2346534653
FL,38940,"Port St. Lucie, FL","Software Developers, Applications",69020,1356,0.2357577514
DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Software Developers, Applications",108130,2127,0.2360492
CA,41740,"San Diego-Carlsbad-San Marcos, CA","Software Developers, Applications",107780,2134,0.2375951011
NJ,47220,"Vineland-Millville-Bridgeton, NJ","Software Developers, Applications",90920,1824,0.2407391113
FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division","Software Developers, Applications",88000,1797,0.2450454545
FL,34940,"Naples-Marco Island, FL","Software Developers, Applications",68980,1424,0.247723978
ME,70750,"Bangor, ME","Software Developers, Applications",76690,1599,0.2502021124
NY,27060,"Ithaca, NY","Software Developers, Applications",80380,1687,0.2518536949
NY,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division","Software Developers, Applications",111120,2356,0.2544276458
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA","Software Developers, Applications",102520,2192,0.256574327
CA,42060,"Santa Barbara-Santa Maria-Goleta, CA","Software Developers, Applications",86780,1918,0.2652224015
NY,28740,"Kingston, NY","Software Developers, Applications",66590,1487,0.2679681634
CA,34900,"Napa, CA","Software Developers, Applications",92950,2187,0.282345347
FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division","Software Developers, Applications",70600,1722,0.2926912181
CT,72850,"Danbury, CT","Software Developers, Applications",83160,2112,0.3047619048
NY,35004,"Nassau-Suffolk, NY Metropolitan Division","Software Developers, Applications",89860,2286,0.305274872
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division","Software Developers, Applications",117610,3637,0.3710908936
HI,26180,"Honolulu, HI","Software Developers, Applications",81390,2682,0.3954294139
KY,14540,"Bowling Green, KY","Software Developers, Applications",50500,1057,0.2511683168
CA,42100,"Santa Cruz-Watsonville, CA","Software Developers, Systems Software",110090,883,0.0962485239
WA,14740,"Bremerton-Silverdale, WA","Software Developers, Systems Software",109150,932,0.1024644984
FL,18880,"Crestview-Fort Walton Beach-Destin, FL","Software Developers, Systems Software",104460,913,0.1048822516
CO,17820,"Colorado Springs, CO","Software Developers, Systems Software",109480,979,0.1073072707
CA,12540,"Bakersfield-Delano, CA","Software Developers, Systems Software",113160,1012,0.1073170732
ID,17660,"Coeur d'Alene, ID","Software Developers, Systems Software",93530,852,0.10931252
IN,23060,"Fort Wayne, IN","Software Developers, Systems Software",98500,905,0.1102538071
IN,29020,"Kokomo, IN","Software Developers, Systems Software",101230,947,0.1122592117
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division","Software Developers, Systems Software",102250,957,0.1123129584
NY,13780,"Binghamton, NY","Software Developers, Systems Software",110580,1042,0.1130765057
AL,26620,"Huntsville, AL","Software Developers, Systems Software",106280,1015,0.1146029356
VA,31340,"Lynchburg, VA","Software Developers, Systems Software",93290,897,0.1153821417
OR,18700,"Corvallis, OR","Software Developers, Systems Software",102480,1002,0.1173302108
TN,27740,"Johnson City, TN","Software Developers, Systems Software",95350,934,0.1175458836
IL,16580,"Champaign-Urbana, IL","Software Developers, Systems Software",95470,937,0.1177752173
KY,21060,"Elizabethtown, KY","Software Developers, Systems Software",94840,934,0.118177984
MN,20260,"Duluth, MN-WI","Software Developers, Systems Software",98230,971,0.1186195663
TN,28700,"Kingsport-Bristol-Bristol, TN-VA","Software Developers, Systems Software",85370,848,0.1191987818
TX,47380,"Waco, TX","Software Developers, Systems Software",105250,1052,0.1199429929
WA,13380,"Bellingham, WA","Software Developers, Systems Software",79150,793,0.1202274163
WY,16940,"Cheyenne, WY","Software Developers, Systems Software",87240,876,0.1204951857
IA,43580,"Sioux City, IA-NE-SD","Software Developers, Systems Software",96930,981,0.121448468
IN,29140,"Lafayette, IN","Software Developers, Systems Software",105080,1072,0.1224210126
IL,37900,"Peoria, IL","Software Developers, Systems Software",97710,997,0.1224439668
TX,41700,"San Antonio-New Braunfels, TX","Software Developers, Systems Software",116150,1189,0.1228411537
TX,15180,"Brownsville-Harlingen, TX","Software Developers, Systems Software",89570,918,0.1229876075
NC,20500,"Durham-Chapel Hill, NC","Software Developers, Systems Software",111670,1162,0.1248679144
OH,49660,"Youngstown-Warren-Boardman, OH-PA","Software Developers, Systems Software",82760,865,0.1254229096
TX,28660,"Killeen-Temple-Fort Hood, TX","Software Developers, Systems Software",109880,1164,0.1271204951
VA,40220,"Roanoke, VA","Software Developers, Systems Software",94400,1005,0.1277542373
TN,17300,"Clarksville, TN-KY","Software Developers, Systems Software",74200,790,0.1277628032
WI,36780,"Oshkosh-Neenah, WI","Software Developers, Systems Software",84710,907,0.1284854208
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA","Software Developers, Systems Software",94330,1016,0.1292483833
PA,48700,"Williamsport, PA","Software Developers, Systems Software",86650,935,0.1294864397
MN,40340,"Rochester, MN","Software Developers, Systems Software",103000,1112,0.1295533981
IA,19340,"Davenport-Moline-Rock Island, IA-IL","Software Developers, Systems Software",90320,976,0.1296722764
MT,13740,"Billings, MT","Software Developers, Systems Software",80470,870,0.1297377905
OH,19380,"Dayton, OH","Software Developers, Systems Software",93760,1017,0.130162116
NC,25860,"Hickory-Lenoir-Morganton, NC","Software Developers, Systems Software",76950,836,0.1303703704
MO,41180,"St. Louis, MO-IL","Software Developers, Systems Software",102880,1131,0.1319206843
IA,19780,"Des Moines-West Des Moines, IA","Software Developers, Systems Software",103680,1140,0.1319444444
NY,46540,"Utica-Rome, NY","Software Developers, Systems Software",100360,1105,0.1321243523
NC,24660,"Greensboro-High Point, NC","Software Developers, Systems Software",93450,1034,0.132776886
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC","Software Developers, Systems Software",105410,1168,0.1329665117
TN,17420,"Cleveland, TN","Software Developers, Systems Software",96370,1073,0.1336100446
MI,11460,"Ann Arbor, MI","Software Developers, Systems Software",89150,994,0.1337969714
KS,48620,"Wichita, KS","Software Developers, Systems Software",98000,1094,0.1339591837
GA,17980,"Columbus, GA-AL","Software Developers, Systems Software",94110,1053,0.1342684093
VT,72400,"Burlington-South Burlington, VT","Software Developers, Systems Software",93890,1051,0.1343274044
MS,27140,"Jackson, MS","Software Developers, Systems Software",91890,1030,0.1345086516
TX,17780,"College Station-Bryan, TX","Software Developers, Systems Software",93810,1052,0.1345698753
FL,37860,"Pensacola-Ferry Pass-Brent, FL","Software Developers, Systems Software",107000,1200,0.1345794393
TX,30980,"Longview, TX","Software Developers, Systems Software",95470,1071,0.1346182047
MA,79600,"Worcester, MA-CT","Software Developers, Systems Software",111670,1258,0.1351840244
NC,39580,"Raleigh-Cary, NC","Software Developers, Systems Software",102740,1167,0.1363052365
RI,77200,"Providence-Fall River-Warwick, RI-MA","Software Developers, Systems Software",107830,1226,0.1364369841
OH,10420,"Akron, OH","Software Developers, Systems Software",90870,1043,0.1377352261
NY,15380,"Buffalo-Niagara Falls, NY","Software Developers, Systems Software",84050,965,0.1377751338
MI,26100,"Holland-Grand Haven, MI","Software Developers, Systems Software",99980,1149,0.1379075815
GA,12020,"Athens-Clarke County, GA","Software Developers, Systems Software",91030,1047,0.1380204328
NE,30700,"Lincoln, NE","Software Developers, Systems Software",73080,842,0.1382594417
IL,40420,"Rockford, IL","Software Developers, Systems Software",93980,1089,0.1390508619
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division","Software Developers, Systems Software",108240,1258,0.1394678492
TX,32580,"McAllen-Edinburg-Mission, TX","Software Developers, Systems Software",75420,878,0.1396976929
WI,29100,"La Crosse, WI-MN","Software Developers, Systems Software",87900,1025,0.1399317406
WA,28420,"Kennewick-Pasco-Richland, WA","Software Developers, Systems Software",90080,1056,0.1406749556
IN,43780,"South Bend-Mishawaka, IN-MI","Software Developers, Systems Software",81430,957,0.1410291048
NY,45060,"Syracuse, NY","Software Developers, Systems Software",93890,1111,0.1419959527
GA,47580,"Warner Robins, GA","Software Developers, Systems Software",87360,1035,0.1421703297
AL,33860,"Montgomery, AL","Software Developers, Systems Software",87970,1046,0.1426850063
CA,23420,"Fresno, CA","Software Developers, Systems Software",103640,1234,0.1428791972
TX,26420,"Houston-Sugar Land-Baytown, TX","Software Developers, Systems Software",106090,1264,0.1429729475
OH,18140,"Columbus, OH","Software Developers, Systems Software",97500,1164,0.1432615385
MI,28020,"Kalamazoo-Portage, MI","Software Developers, Systems Software",82850,1000,0.1448400724
UT,39340,"Provo-Orem, UT","Software Developers, Systems Software",91080,1102,0.1451910408
MA,76600,"Pittsfield, MA","Software Developers, Systems Software",88300,1069,0.1452774632
